ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short Description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (g),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tag,Shipping class,Image,Cross-sells,External URL,Button text,Position,Brand,product_barcode,item_group,item_subgroup,shipping_operation,NSW,WA,VIC,TAS,NT,QLD,ACT,SA,Price Range1,Price Range3,Price Range4,Price Range5,Price Range6,Price Range7,Price Range8,Price Range9,Price Range10
,simple,CL1001-MULTI,800 LED Curtain Fairy String Lights Wedding Outdoor Xmas Party Lights Multicolor,Yes,Yes,visible,,"<b>DESCRIPTION</b><ul>
<li>Very low energy consumption and long lasting LED lights</li>
<li>Waterproof(IP44) and can be used indoors or outdoors</li>
<li>Control box with 8 different lighting pattern function</li>
<li>Blink patterns: Combination, in waves, sequential, sloglo, chasing/flash, slow fade, winkle/flash&nbsp;and steady on</li>
<li>Very easy to set up and pack away</li>
<li>High quality and Australian safety certified</li>
</ul><b>SPECIFICATIONS</b><ul>
<li>Power Input: 100-240V, 50/60Hz</li>
<li>Power Adapter Output: 31V, 270mA 8.4W</li>
<li>Material:&nbsp;Waterproof High Quality PVC</li>
<li>Light Material:&nbsp;LED</li>
<li>Light Quantity: 800</li>
<li>Colour: Multi</li>
<li>Total Length: 32m&nbsp;&nbsp;</li>
</ul><b>PACKAGE CONTENT</b><ul>
<li>1x 800 LED Icicle Lights</li>
<li>1x User Manual</li>
</ul>",2/10/2020,,taxable,None,0,10,5,,1,1500,30,20,15,1,,53.26,149,"Default Category/All Products,Default Category/Christmas",,,"https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship01_2603.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship02_2488.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship03_2440.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship04_2497.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship05_2496.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship06_2413.jpg",,,,,Emitto,9.36E+12,Christmas,String Light,0,0,0,0,0,0,0,0,0,,,,,,,,,
,simple,CL1001-WARM,800 LED Curtain Fairy String Lights Wedding Outdoor Xmas Party Lights Warm White,Yes,Yes,visible,,"<b>DESCRIPTION</b><ul>
<li>Very low energy consumption and long lasting LED lights</li>
<li>Waterproof(IP44) and can be used indoors or outdoors</li>
<li>Control box with 8 different lighting pattern function</li>
<li>Blink patterns: Combination, in waves, sequential, sloglo, chasing/flash, slow fade, winkle/flash&nbsp;and steady on</li>
<li>Very easy to set up and pack away</li>
<li>High quality and Australian safety certified</li>
</ul><b>SPECIFICATIONS</b><ul>
<li>Power Input: 100-240V, 50/60Hz</li>
<li>Power Adapter Output: 31V, 270mA 8.4W</li>
<li>Material:&nbsp;Waterproof High Quality PVC</li>
<li>Light Material:&nbsp;LED</li>
<li>Light Quantity: 800</li>
<li>Colour: Warm White</li>
<li>Total Length: 32m&nbsp;&nbsp;</li>
</ul><b>PACKAGE CONTENT</b><ul>
<li>1x 800 LED Icicle Lights</li>
<li>1x User Manual</li>
</ul>",2/10/2020,,taxable,None,0,10,5,,1,1200,30,20,13,1,,53.5,149,"Default Category/All Products,Default Category/Christmas",,,"https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship01_2604.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship02_2489.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship03_2441.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship04_2498.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship05_2497.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship06_2414.jpg",,,,,Emitto,9.36E+12,Christmas,String Light,0,0,0,0,0,0,0,0,0,,,,,,,,,
,simple,CR1005-BR,Levede Clothes Stand Garment Dyring Rack Hanger Organiser Wooden Free Standing,Yes,Yes,visible,,"<b>DESCRIPTION</b><ul>
<li>3 in 1 Combination and Large Capacity: Best storage solution for home, 3 in 1 combination of hanging rail, shoe rack, clothes hooks. Saving much storage spaces for you.</li>
<li>Solid and Natural Material: Our rack is made of 100% pine wood which is safe for use.</li>
<li>Multipurpose: Not to tall and can be used in both adult and children's room. Contemporary design fits hallway, bedroom, living room, laundry room, spa room, spare room, etc.Easy to put together</li>
<li>Durable Assembling Parts: Antirust and durable screws can be installed and disassembled repeatedly.</li>
</ul><b>SPECIFICATIONS</b><ul>
<li>Color: Brown</li>
<li>Material: Pine wood</li>
<li>Dimensions (WxDxH):&nbsp;120x56x150cm/47.2""x22""x59.1""</li>
</ul><b>PACKAGE CONTENT</b><ul>
<li>1x Cloth Stand</li>
</ul>",,,taxable,Taxable Goods,0,10,5,,1,4800,159,15,14.5,1,,71.99,169,"Default Category/All Products,Default Category/Home & Garden,Default Category/Home & Garden/Cleaning,Default Category/Home & Garden/Housekeeping",,,"https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship01_2623.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship02_2508.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship03_2459.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship04_2517.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship05_2515.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship06_2432.jpg,https://www.idropship.com.au/pub/media/catalog/product/L/i/Lifestyle2_149.jpg,https://www.idropship.com.au/pub/media/catalog/product/L/i/Lifestyle_2459.jpg",,,,,Unbranded,9.36E+12,Bedroom,Clothes Rack & Stand,0,0,0,0,0,0,0,0,0,,,,,,,,,
,simple,CR1005-NT,Levede Clothes Stand Garment Dyring Rack Hanger Organiser Wooden Rail Portable,Yes,Yes,visible,,"<b>DESCRIPTION</b><ul>
<li>3 in 1 Combination and Large Capacity: Best storage solution for home, 3 in 1 combination of hanging rail, shoe rack, clothes hooks. Saving much storage spaces for you.</li>
<li>Solid and Natural Material: Our rack is made of 100% pine wood which is safe for use.</li>
<li>Multipurpose: Not to tall and can be used in both adult and children's room. Contemporary design fits hallway, bedroom, living room, laundry room, spa room, spare room, etc.Easy to put together</li>
<li>Durable Assembling Parts: Antirust and durable screws can be installed and disassembled repeatedly.</li>
</ul><b>SPECIFICATIONS</b><ul>
<li>Color: Natural & Wood</li>
<li>Dimensions(WxDxH): 120x56x150cm/47.2""x22""x59.1""</li>
<li>Material: Pine wood and Canvas</li>
</ul><b>PACKAGE CONTENT</b><ul>
<li>1x Cloth Stand</li>
</ul>",5/8/2020,,taxable,Taxable Goods,0,10,5,,1,4800,159,15,14,1,,71.99,169,Default Category/All Products,,,"https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship01_2624.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship02_2509.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship03_2460.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship04_2518.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship05_2516.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship06_2433.jpg,https://www.idropship.com.au/pub/media/catalog/product/L/i/Lifestyle2_150.jpg,https://www.idropship.com.au/pub/media/catalog/product/L/i/Lifestyle_2460.jpg",,,,,Unbranded,9.36E+12,Bedroom,Clothes Rack & Stand,0,0,0,0,0,0,0,0,0,,,,,,,,,
,simple,CW1003-BLADE,Traderight 710W Electric Wood Planer Door Plane Hand Held Woodworking Blade Only,Yes,Yes,visible,,"<b>DESCRIPTION</b><ul>
<li>2x Traderight Electric Wood Planer Blades</li>
</ul><b>SPECIFICATIONS</b><ul>
<li>2x Traderight Electric Wood Planer Blades</li>
</ul><b>PACKAGE CONTENT</b><ul>
<li>2x Traderight Electric Wood Planer Blades</li>
</ul>",,,taxable,None,1,10,5,,1,10,13.5,11,4,1,,8.99,19,Default Category/All Products,,,"https://www.idropship.com.au/pub/media/catalog/product/c/w/cw1003-blade_main.jpg,https://www.idropship.com.au/pub/media/catalog/product/c/w/cw1003-blade_008__1.jpg,https://www.idropship.com.au/pub/media/catalog/product/c/w/cw1003-blade_430__3.jpg,https://www.idropship.com.au/pub/media/catalog/product/c/w/cw1003-blade_682__4.jpg,https://www.idropship.com.au/pub/media/catalog/product/c/w/cw1003-blade_656__5.jpg,https://www.idropship.com.au/pub/media/catalog/product/c/w/cw1003-blade_309__7.jpg,https://www.idropship.com.au/pub/media/catalog/product/c/w/cw1003-blade_323__8.jpg,https://www.idropship.com.au/pub/media/catalog/product/c/w/cw1003-blade_889__10.jpg,https://www.idropship.com.au/pub/media/catalog/product/c/w/cw1003-blade_214__11.jpg,https://www.idropship.com.au/pub/media/catalog/product/c/w/cw1003-x_439__1.jpg,https://www.idropship.com.au/pub/media/catalog/product/c/w/cw1003-x_391__2.jpg,https://www.idropship.com.au/pub/media/catalog/product/c/w/cw1003-x_529__3.jpg,https://www.idropship.com.au/pub/media/catalog/product/c/w/cw1003-x_162__4.jpg,https://www.idropship.com.au/pub/media/catalog/product/c/w/cw1003-x_859__5.jpg,https://www.idropship.com.au/pub/media/catalog/product/c/w/cw1003-x_772__6.jpg,https://www.idropship.com.au/pub/media/catalog/product/c/w/cw1003-x_784__7.jpg,https://www.idropship.com.au/pub/media/catalog/product/c/w/cw1003-x_744__8.jpg,https://www.idropship.com.au/pub/media/catalog/product/c/w/cw1003-x_012__9.jpg,https://www.idropship.com.au/pub/media/catalog/product/c/w/cw1003-x_662__10.jpg,https://www.idropship.com.au/pub/media/catalog/product/c/w/cw1003-x_673__11.jpg",,,,,TradeRight,9.36E+12,Tools & Accessories,Wood Planer,0,0,0,0,0,0,0,0,0,,,,,,,,,
,simple,DD0111-2-WH,2 Tier Bathroom Laundry Clothes Baskets Bin Hamper Mobile Rack Removable Shelf,Yes,Yes,visible,,"<b>DESCRIPTION</b><p>Organise dirty laundry or freshly washed linen in this laundry basket.</p>
<p>Key features include:</p>
<ul>
<li>Quality: Strong thickness of the basket, the bearing effect is very good, use more comfortable</li>
<li>Design: edges and round holes are smooth and no rough edges. The are very strict. Hollow-out breathable, contracted vogue</li>
<li>Practicability: the metal tube is thickened, the base support point is upgraded, the pipe interface is locked, ensuring steady and steady</li>
<li>Capacity: the basket is large enough for bath products, laundry detergent, dirty clothes, etc</li>
<li>Mobility: Wheeled design for easy moving around. Bottom basket comes with a handle for the ease of use</li>
<li>Versatility: with 4 wheels if you don't want to put it in the bathroom, you can put it in any place, such as a bedroom, politeness or kitchen</li>
</ul><b>SPECIFICATIONS</b><ul>
<li>Material: Plastic + Metal</li>
<li>Size: 44.5(L)x32(W)x78(H) cm</li>
</ul><b>PACKAGE CONTENT</b><ul>
<li>1x 2 Tier Laundry Basket</li>
</ul>",,,taxable,None,0,10,5,,1,3200,42.5,34,48,1,,35.24,99,"Default Category/All Products,Default Category/Home & Garden,Default Category/Home & Garden/Cleaning,Default Category/Home & Garden/Housekeeping",,,"https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship01_2655.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship02_2541.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship03_2492.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship04_2550.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship05_2548.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship06_2465.jpg",,,,,Unbranded,9.36E+12,Laundry Supplies,Clothes Basket,0,0,0,0,0,0,0,0,0,,,,,,,,,
,simple,DD0111-3-WH,3 Tier Bathroom Laundry Clothes Baskets Bin Hamper Mobile Rack Removable Shelf,Yes,Yes,visible,,"<b>DESCRIPTION</b><p>Organise dirty laundry or freshly washed linen in this laundry basket.</p>
<p>Key features include:</p>
<ul>
<li>Quality: Strong thickness of the basket, the bearing effect is very good, use more comfortable</li>
<li>Design: edges and round holes are smooth and no rough edges. The are very strict. Hollow-out breathable, contracted vogue</li>
<li>Practicability: the metal tube is thickened, the base support point is upgraded, the pipe interface is locked, ensuring steady and steady</li>
<li>Capacity: the basket is large enough for bath products, laundry detergent, dirty clothes, etc</li>
<li>Mobility: Wheeled design for easy moving around. Bottom basket comes with a handle for the ease of use</li>
<li>Versatility: with 4 wheels if you don't want to put it in the bathroom, you can put it in any place, such as a bedroom, politeness or kitchen</li>
</ul><b>SPECIFICATIONS</b><ul>
<li>Material: Plastic + Metal</li>
<li>Size: 44.5(L)x32(W)x107(H) cm</li>
</ul><b>PACKAGE CONTENT</b><ul>
<li>1x 3 Tier Laundry Basket</li>
</ul>",,,taxable,None,0,10,5,,1,3200,42,34.2,48,1,,41.48,119,"Default Category/All Products,Default Category/Home & Garden,Default Category/Home & Garden/Cleaning,Default Category/Home & Garden/Housekeeping",,,"https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship01_2657.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship02_2543.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship03_2494.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship04_2552.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship05_2550.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship06_2467.jpg",,,,,Unbranded,9.36E+12,Laundry Supplies,Clothes Basket,0,0,0,0,0,0,0,0,0,,,,,,,,,
,simple,DK1010-JUMBO-2,PaWz 2 Pcs 120x120 cm Reusable Waterproof Pet Puppy Toilet Training Pads,Yes,Yes,visible,,"<b>DESCRIPTION</b><p>Our dog urine pad is made of quality materials, breathable, soft, wear resistant and durable to use. It has fine workmanship, suitable for most pets, such as dog, puppy, cat, etc.</p>
<ul>
<li>Washable recycling, environmental protection</li>
<li>Super high soaking capacity</li>
<li>Water proof backing, preventing the urine from flowing on the floor.</li>
<li>Machine washable</li>
<li>Soft and comfortable, sturdy and durable.</li>
<li>Perfect stitching</li>
<li>Suitable for most pets, such as dog, cat, puppy</li>
<li>5 sizes for your choice.</li>
</ul><b>SPECIFICATIONS</b><ul>
<li>Material: Polyester</li>
<li>Size:&nbsp; &nbsp;</li>
<li>Jumbo: 120x120cm</li>
</ul><b>PACKAGE CONTENT</b><ul>
<li>2x Washable Puppy Pads</li>
</ul>",2/10/2020,,taxable,None,1,10,5,,1,1000,40,30,5,1,,35.05,99,"Default Category/All Products,Default Category/Pet Supplies,Default Category/Pet 2/Pet Training,Default Category/Pet Supplies/Other Pet Supplies",,,"https://www.idropship.com.au/pub/media/catalog/product/d/k/dk1010-jumbo-2_401__1.jpg,https://www.idropship.com.au/pub/media/catalog/product/d/k/dk1010-jumbo-2_main_1.jpg,https://www.idropship.com.au/pub/media/catalog/product/d/k/dk1010_641__3.jpg,https://www.idropship.com.au/pub/media/catalog/product/d/k/dk1010_515__4.jpg,https://www.idropship.com.au/pub/media/catalog/product/d/k/dk1010_226__5.jpg,https://www.idropship.com.au/pub/media/catalog/product/d/k/dk1010_768__6.jpg,https://www.idropship.com.au/pub/media/catalog/product/d/k/dk1010_936__7.jpg,https://www.idropship.com.au/pub/media/catalog/product/d/k/dk1010_767__9.jpg,https://www.idropship.com.au/pub/media/catalog/product/d/k/dk1010_538__8.jpg,https://www.idropship.com.au/pub/media/catalog/product/d/k/dk1010_357__10.jpg,https://www.idropship.com.au/pub/media/catalog/product/d/k/dk1010_891__11.jpg,https://www.idropship.com.au/pub/media/catalog/product/d/k/dk1010_450__12.jpg",,,,,PaWz,9.36E+12,Pet Products,Pet Training Pad,0,0,0,0,0,0,0,0,0,,,,,,,,,
,simple,DK1010-KING-2,PaWz 2 Pcs 120x180 cm Reusable Waterproof Pet Puppy Toilet Training Pads,Yes,Yes,visible,,"<b>DESCRIPTION</b><p>Our dog urine pad is made of quality materials, breathable, soft, wear resistant and durable to use. It has fine workmanship, suitable for most pets, such as dog, puppy, cat, etc.</p>
<ul>
<li>Washable recycling, environmental protection</li>
<li>Super high soaking capacity</li>
<li>Water proof backing, preventing the urine from flowing on the floor.</li>
<li>Machine washable</li>
<li>Soft and comfortable, sturdy and durable.</li>
<li>Perfect stitching</li>
<li>Suitable for most pets, such as dog, cat, puppy</li>
<li>5 sizes for your choice.</li>
</ul><b>SPECIFICATIONS</b><ul>
<li>Material: Polyester</li>
<li>Size:&nbsp; &nbsp;</li>
<li>King: 120x180cm</li>
</ul><b>PACKAGE CONTENT</b><ul>
<li>2x Washable Puppy Pads</li>
</ul>",2/11/2020,,taxable,None,1,10,5,,1,1500,40,30,7,1,,49.49,119,"Default Category/All Products,Default Category/Pet Supplies,Default Category/Pet 2/Pet Training,Default Category/Pet Supplies/Other Pet Supplies",,,"https://www.idropship.com.au/pub/media/catalog/product/d/k/dk1010-king-2_main_1.jpg,https://www.idropship.com.au/pub/media/catalog/product/d/k/dk1010-king-2_256__1.jpg,https://www.idropship.com.au/pub/media/catalog/product/d/k/dk1010_641__3.jpg,https://www.idropship.com.au/pub/media/catalog/product/d/k/dk1010_515__4.jpg,https://www.idropship.com.au/pub/media/catalog/product/d/k/dk1010_226__5.jpg,https://www.idropship.com.au/pub/media/catalog/product/d/k/dk1010_768__6.jpg,https://www.idropship.com.au/pub/media/catalog/product/d/k/dk1010_936__7.jpg,https://www.idropship.com.au/pub/media/catalog/product/d/k/dk1010_538__8.jpg,https://www.idropship.com.au/pub/media/catalog/product/d/k/dk1010_767__9.jpg,https://www.idropship.com.au/pub/media/catalog/product/d/k/dk1010_357__10.jpg,https://www.idropship.com.au/pub/media/catalog/product/d/k/dk1010_891__11.jpg,https://www.idropship.com.au/pub/media/catalog/product/d/k/dk1010_450__12.jpg",,,,,PaWz,9.36E+12,Pet Products,Pet Training Pad,0,0,0,0,0,0,0,0,0,,,,,,,,,
,simple,E0002,Kids Bookshelf Bookcase Magazine Rack Wooden Organiser Shelf Rack Children,Yes,Yes,visible,,"<p><strong>DESCRIPTION</strong></p>
<ul>
<li>5 Level Tier Childrens Canvas Book Shelf Display Unit - Beige</li>
<li>Canvas Woven Fabric Shelving</li>
<li>Painted MDF Frame</li>
<li>Easy Storage Solution</li>
<li>Compact Size and Design</li>
<li>Light-weight</li>
<li>Great for Bedrooms and Play Areas</li>
<li>Easy to Assemble</li>
<li>Machine Washable Fabric Shelving</li>
</ul>
<p><strong>SPECIFICATIONS</strong></p>
<ul>
<li>Material:Painted MDF Frame</li>
<li>Canvas Woven Fabric Shelving</li>
<li>Dimensions (W x D x H):63.5cm x 30cm x 71cm</li>
</ul>
<p><strong>PACKAGE CONTENT</strong></p>
<ul>
<li>Children Book Shelf x 1</li>
</ul>",8/3/2020,,taxable,None,1,10,5,,1,5500,80.5,36,8.5,1,,39.59,79,"Default Category/All Products,Default Category/Baby/Toys",,,"https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship01_1_1.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship02_2_1.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship03_1_1.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship04_1_1.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship05_1_1.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship06_1_1.jpg,https://www.idropship.com.au/pub/media/catalog/product/l/i/lifestyle_1_1.jpg,https://www.idropship.com.au/pub/media/catalog/product/l/i/lifestyle1_1.jpg",,,,,Unbranded,9.36E+12,Kids Products,Kids Bookshelf,0,0,0,0,0,0,0,0,0,,,,,,,,,
,simple,E0057-L,PaWz Pet Bed Dog Beds Cushion Cover Mat Soft Calming Pillow Mat Puppy Bedding5cm,Yes,Yes,visible,,"<b>DESCRIPTION</b><p>Give your pets the best night sleep of their life! This memory foam dog bed mattress will adapt to your dog's contours to help reduce pressure points. The cover is washable and is extremely easy to remove making the job easier for you! A must have for every pet, they will surely love it!</p>
<p>Key features include:&nbsp;</p>
<ul>
<li>Adapts to your dog's contours to help reduce pressure points</li>
<li>Fabric cover with anti-skid base</li>
<li>Two side zipper cover for easy removal</li>
<li>Great comfort for aging dogs</li>
<li>Removable washable cover</li>
<li>Orginal PaWz Pet Bed Mattress</li>
</ul><b>SPECIFICATIONS</b><ul>
<li>Colour: Black</li>
<li>Dimensions:</li>
<li>Size: 103x63x5cm (LxWxH)</li>
</ul><b>PACKAGE CONTENT</b><ul>
<li>1x Memory Foam Pet Bed Mattress</li>
</ul>",,,taxable,None,1,10,5,,1,1500,51,36,21,1,,39.57,79,"Default Category/All Products,Default Category/Pet Supplies,Default Category/Pet Supplies/Pet Beds,Default Category/Pet 2/Pet Bed & Bag,Default Category/Discount Centre",,,"https://www.idropship.com.au/pub/media/catalog/product/e/0/e0057-l_main_1.jpg,https://www.idropship.com.au/pub/media/catalog/product/e/0/e0057-l_336__1.jpg,https://www.idropship.com.au/pub/media/catalog/product/e/0/e0057-l_612__3.jpg,https://www.idropship.com.au/pub/media/catalog/product/e/0/e0057-l_458__4.jpg,https://www.idropship.com.au/pub/media/catalog/product/e/0/e0057-l_054__5.jpg,https://www.idropship.com.au/pub/media/catalog/product/e/0/e0057-l_320__6.jpg,https://www.idropship.com.au/pub/media/catalog/product/e/0/e0057-l_028__7.jpg,https://www.idropship.com.au/pub/media/catalog/product/e/0/e0057-l_670__8.jpg,https://www.idropship.com.au/pub/media/catalog/product/e/0/e0057-l_154__9.jpg,https://www.idropship.com.au/pub/media/catalog/product/e/0/e0057-l_605__10.jpg,https://www.idropship.com.au/pub/media/catalog/product/e/0/e0057-l_610__11.jpg",,,,,PaWz,9.36E+12,Pet Products,Pet Bed,0,0,0,0,0,0,0,0,0,,,,,,,,,
