SKU,Regular_Price,Sale Price,Date sale price start,Date sale price ends,Status,Stock,Type,Name,Weight,Length,Width,Height,Post_Title,Post_Content,Images,Category
PET-CAT-HSCT260-BU,84.7,67.24,7/12/2021 0:00,18/12/2021 0:00,In Stock,200,simple,i.Pet Cat Tree 260cm Trees Scratching Post Scratcher Tower Condo House Furniture Wood Blue,24,62,47,29,i.Pet Cat Tree 260cm Trees Scratching Post Scratcher Tower Condo House Furniture Wood Blue,"<p>It is absolutely feline wonderland with our cat tree! Built to satisfy the natural instincts of your precious pet, our Cat Tree include a hosts of nooks and crannies for Tom and Tabby to have hours of fun scratching, hunting, climbing, jumping, hopping or simply lounging around. Better still, two hanging balls also help to keep your cat curious and alert at all times. Plus, with its sisal-covered scratching posts, you can rest assured that your furniture will stay cat-free for a very long time. Not least, the tree is upholstered with a plush velvety surface for extra comfort and style. Best of all, the firm base and sturdy construction ensures that the tree remain a durable cat haven with total peace of mind for you. Can we hear a meow to that?</p>
 
 
 
 
 <p><strong>Features</strong><br />
 Giant cat tree<br />
 Stable wooden construction<br />
 Natural sisal posts and soft plush cover<br />
 Multi-level design with ample play areas<br />
 Bed cubes and cradles, hammocks<br />
 Ladders with sisal rungs<br />
 Hanging ball for extra fun<br />
 Includes scratching, perching, climbing, sleeping all in one piece<br />
 </p>
 
 
 
 <p><strong>Specifications:</strong><br />
 Material: Fir wood, plush cover, and sisal<br />
 Height: 260m <br />
 Base dimension: 60cm x 45cm<br />
 Colour: Blue and white<br />
 </p>
 
 
 
 <p><strong>Package Content</strong><br />
 1 x Cat tree <br />
 1 x Assembly kit <br />
 1 x Assembly guide <br />",https://cdn.dropshipzone.com.au/media/catalog/product/cache/1/image/265x/e58160e0c92cbe17dc7d63449ffa9628/P/E/PET-CAT-HSCT260-BU-00.jpg,
PET-CAT-HSCT260-GR,84.7,66.8,7/12/2021 0:00,18/12/2021 0:00,In Stock,155,simple,i.Pet Cat Tree 260cm Trees Scratching Post Scratcher Tower Condo House Furniture Wood,24,62,47,29,i.Pet Cat Tree 260cm Trees Scratching Post Scratcher Tower Condo House Furniture Wood,"<p>It is absolutely feline wonderland with our cat tree! Built to satisfy the natural instincts of your precious pet, our Cat Tree include a hosts of nooks and crannies for Tom and Tabby to have hours of fun scratching, hunting, climbing, jumping, hopping or simply lounging around. Better still, two hanging balls also help to keep your cat curious and alert at all times. Plus, with its sisal-covered scratching posts, you can rest assured that your furniture will stay cat-free for a very long time. Not least, the tree is upholstered with a plush velvety surface for extra comfort and style. Best of all, the firm base and sturdy construction ensures that the tree remain a durable cat haven with total peace of mind for you. Can we hear a meow to that?</p>
 
 
 
 
 <p><strong>Features</strong><br />
 Giant cat tree<br />
 Stable wooden construction<br />
 Natural sisal posts and soft plush cover<br />
 Multi-level design with ample play areas<br />
 Bed cubes and cradles, hammocks<br />
 Ladders with sisal rungs<br />
 Hanging ball for extra fun<br />
 Includes scratching, perching, climbing, sleeping all in one piece<br />
 </p>
 
 
 
 <p><strong>Specifications:</strong><br />
 Material: Fir wood, plush cover, and sisal<br />
 Height: 260m <br />
 Base dimension: 60cm x 45cm<br />
 Colour: Dark grey and white<br />
 </p>
 
 
 
 <p><strong>Package Content</strong><br />
1 x Cat tree <br />
1 x Assembly kit <br />
1 x Assembly guide <br />",https://cdn.dropshipzone.com.au/media/catalog/product/cache/1/image/265x/4722314b176d3b7353fa1098ef36022d/P/E/PET-CAT-HSCT260-GR-00.jpg,
V63-775205,265.9,,,,In Stock,25,simple,10 x 800 Tall Panel Pet Exercise Pen Enclosure,30.63,83,82,18,10 x 800 Tall Panel Pet Exercise Pen Enclosure,"<p>Show your pets how much you love them by letting them have the freedom and exercise they need in the limited area that you decide you want them to ""play"" in and where they will be safe. Give yourself a break by confining the pets you adore in a safe and secure playpen that leaves you worry-free.</p> <p>This ten-panel solidly built play-pen for pets is designed with two customers in mind - you and your pet! It is built to keep the biggest and strongest dogs inside where you want them and where they are safe. But it is also perfect for the small dogs and cats to romp in. The square tube frame allows even the biggest dogs to roll up against it without fear that the structure will collapse. The panels are tall enough that there is no concern about your large dogs jumping over them and escaping. The uniquely designed barn door system allows pet owners easy access without allowing your pets to escape through the same door.</p> <p>Another fan of the play-pen will be the Mummy dog who can take a breather from her pups and leave them to play and sleep without her. Neither pet owner nor dog mum need worry about the pups being left alone in the secure structure that features an enclosed bottom gate. The pups can be outside alone to get the fresh air they need without having to be attended to every minute. The play-pen offers great flexibility to meet your individual needs. It can be fashioned in a square, rectangular or circular formation.</p> <p>The play-pen system affords its owners great versatility. It can be set up inside as well as outside. The play-pen can keep your pups confined to the space you want inside to keep your entire household from the total chaos that new pups can engender. The play-pen has a tools-free construction and the ten separate panels can be used to suit your particular design and size requirements.</p> <p>Confining an injured pet in a play-pen will ensure that he does not suffer further injury. A sick dog will feel the comfort of a safe haven when confined in the structure. The play-pen system is convenient and mobile. It collapses to a flat pack that makes travel with your pets effortless and convenient. And its sleek design allows for easy storage when not in use.</p> <p>Features of the 10-panel exercise fence:</p> <ul> <li>Structure configuration options</li> <li>Non-marking end caps to prevent scuffing of inside floors</li> <li>Square metal tube frame</li> <li>Sleek design for convenience and easy storage</li> <li>Easy assembly - no tools required</li> <li>Unique barn door gate system - provides greater versatility</li> <li>The step prevents animals from running out while you enter</li> <li>Each Panel is 80cm High and 80cm Wide</li> </ul><p>Package Content:</p>
<p>1 x 10 x 800 Tall Panel Pet Exercise Pen Enclosure</p>",https://cdn.dropshipzone.com.au/media/catalog/product/cache/1/image/265x/a02dd3cf21ece814689a413f5425ba26/V/6/V63-775205-01_1_41.jpg,
V63-775215,380.9,,,,In Stock,25,simple,10 x 1200 Tall Panel Pet Exercise Pen Enclosure,43.39,123,83,17,10 x 1200 Tall Panel Pet Exercise Pen Enclosure,"<p>This ten-panel solidly built play-pen for pets is designed with two customers in mind - you and your pet! It is built to keep the biggest and strongest dogs inside where you want them and where they are safe. But it is also perfect for the small dogs and cats to romp in. The square tube frame allows even the biggest dogs to roll up against it without fear that the structure will collapse. The panels are tall enough that there is no concern about your large dogs jumping over them and escaping. The uniquely designed barn door system allows pet owners easy access without allowing your pets to escape through the same door.</p>
<p>Another fan of the play-pen will be the Mummy dog who can take a breather from her pups and leave them to play and sleep without her. Neither pet owner nor dog mum need worry about the pups being left alone in the secure structure that features an enclosed bottom gate. The pups can be outside alone to get the fresh air they need without having to be attended to every minute. The play-pen offers great flexibility to meet your individual needs. It can be fashioned in a square, rectangular or circular formation.</p>
<p>The play-pen system affords its owners great versatility. It can be set up inside as well as outside. The play-pen can keep your pups confined to the space you want inside to keep your entire household from the total chaos that new pups can engender. The play-pen has a tools-free construction and the ten separate panels can be used to suit your particular design and size requirements.<br /><br />Confining an injured pet in a play-pen will ensure that he does not suffer further injury. A sick dog will feel the comfort of a safe haven when confined in the structure. The play-pen system is convenient and mobile. It collapses to a flat pack that makes travel with your pets effortless and convenient. And its sleek design allows for easy storage when not in use.</p>
<p><strong>Features:</strong></p>
<ul>
<li>Easy assembly - One Person Setup and no Tools Required.</li>
<li>Unique barn door Gate System - provides greater versatility</li>
<li>Ten panel construction</li>
<li>Sleek design for convenience and easy storage</li>
<li>Structure configuration options</li>
<li>Non-marking end caps to prevent scuffing of inside floors</li>
<li>Square Metal Tube Frame</li>
<li>Each Panel is 120cm High and 80cm Wide</li>
</ul>
<p><strong>Package Content:</strong></p>
<ul>
<li>1 x Pet Play-pen</li>
</ul>",https://cdn.dropshipzone.com.au/media/catalog/product/cache/1/image/265x/a02dd3cf21ece814689a413f5425ba26/V/6/V63-775215-01_1_36.jpg,
V63-775305,26.9,,,,In Stock,25,simple,Dog Car Back Seat Cover Hammock Waterproof,2.03,40,29,7,Dog Car Back Seat Cover Hammock Waterproof,"<p>Protect your car seats from unwanted pet stains in the winter with a hammock style cat seat cover for dogs.</p> <p>You love your dog but you don""t want him to damage or soil your car. Now you can protect your car's upholstery from dog hair, drool, dust, dirt and scratches while travelling with your pet.</p> <p>The cover also offers an important safety feature. Stop your dog from leaping from the back to the front seat at just the wrong moment. You can prevent accidents that result from an excited dog trying to get to his master by attaching the cover to front and rear headrests which creating a barrier between the front and back seats.<br /> <br /> Keep your dog safe in the back seat by preventing slipping and sliding. The car seat cover is ideal for larger dogs, and adjusts to fit most vehicles including cars, extended cab trucks, mini-vans and SUVs. For easy cleaning of hair, dirt and dander, you merely have to shake out or brush off the Back Seat Hammock Cover.<br /> <br /> It is quick and easy to attach the hammock car seat cover. Its buckles are designed to attach to your headrest or seat belt fasteners. It is as simple as 1-2-3: set the cover on the seat, attach the buckle enclosure around the headrest, and tuck in the sides.</p> <p><strong>Specifications:</strong></p> <ul> <li>Adjusts to fit most vehicles</li> <li>PVC Waterproof material, non-slip backing and adjustable straps provide a secure fit</li> <li>Velcro slits for seat belts that allows you to attach your dog's harness for extra security and safety</li> <li>Covers the entire back seat - that means no more dirty or damaged seats, no more stubborn dog hair or doggy smells, just a large comfy area for your dog to lie in</li> <li>Machine washable</li> <li>Black in colour</li> <li>Comes in one standard size: 150cm x 140cm</li> </ul> <p><strong>Don""t Delay! Get yours today!</strong></p><p>Package Content:</p>
<p>1 x Dog Car Back Seat Cover Hammock Waterproof</p>",https://cdn.dropshipzone.com.au/media/catalog/product/cache/1/image/265x/a0f4c235c43ec236afb34c428d5d60e0/V/6/V63-775305-02_1_26.jpg,
V63-783925,48.9,,,,In Stock,25,simple,Humane Animal Trap Possum Cage,5.37,,,,Humane Animal Trap Possum Cage,"<p>A completely humane way to trap animals that are invading your property and destroying your lawn and garden is now available!</p>
<p>This totally humane trap will capture animals such as possum, feral cats, rabbits and hares that have invaded your property and are becoming real pests. After you set the trap, our <span>steel trap</span>&nbsp;does the work and without injuring innocent animals.</p>
<p>This humane animal trap is treated with a silver-coated powder that ensures that your trap won""t be rust even in the most severe weather. The trap is easy to assemble and features a spring loaded trap door with a fail-safe locking mechanism. The trap has a protection plate under-carry handle and folds for easy storage.</p>
<p>Eliminate the stress and worry about how to rid your property of unwanted wild animals in an easy, safe and humane way - order our rust-free trap today!</p>
<p><strong>Specifications:</strong></p>
<p>&middot; Dimensions: L-66cm x W-29cm x H-23cm</p>
<p>&middot; Weight 3.5kg</p>
<p>Package Content:</p>
<p>1 x Humane Animal Trap Possum Cage</p>",https://cdn.dropshipzone.com.au/media/catalog/product/cache/1/image/265x/d89a0622c5d95afab611a301a9f740b7/V/6/V63-783925-01_3_34.jpg,
V63-783935,48.9,,,,In Stock,25,simple,Automatic Water Bowl,2.84,,,,Automatic Water Bowl,"<p>Your animals will never be without a source of clean, fresh drinking water with our automatic stainless steel feeder/water trough!</p>
<p>This automatic drinking bowl and water feeder is constructed from stainless steel and features one float</p>
<p>Provide a continuous and reliable source of fresh water for your animals with our automatic stainless steel water trough. This drinking bowl comes equipped with a plastic float mechanism.&nbsp;</p>
<p>The automatic drinking bowl/water feeder is of the highest quality. It is constructed of corrosion-resistant stainless steel. The operation of the drinking bowl requires little attention as it constantly and automatically refills to float level. You can control the amount of the water in the feeder by adjusting the float mechanism to meet your needs.</p>
<p>Your animals will benefit from the constant source of fresh water and leave you free to attend to other tasks. The design of the water bowl slopes back to front which allows easy access for animals. The sloping design also allows for effortless cleaning and maintenance.</p>
<p>The water bows is wall mountable and has a hinged cover to protect the float mechanism.</p>
<p>Take the worry and work out of providing your animals with fresh water. Order our automatic stainless steel water trough today!</p>
<p><strong>Specifications:</strong></p>
<ul>
<li>Rust-resistant stainless steel construction</li>
<li>Wall mountable (bolts not included)</li>
<li>Float mechanism protected by hinged cover</li>
<li>Automatic fill to desired float level</li>
<li>1/2"" BSP fitting allows mounting on left or right side</li>
<li>Dimensions: W 270MM x L 250mm x H 100mm</li>
</ul>
<p>Please note that the water bowl is not designed with a drain.</p>
<p>Package Content:</p>
<p>1 x Automatic Water Bowl</p>",https://cdn.dropshipzone.com.au/media/catalog/product/cache/1/image/265x/26cfb46c9fd10fc2775aa237dfe00379/v/6/v63-783935-05_32.jpg,
V63-784195,148.9,,,,In Stock,25,simple,"36"" Pet Dog Crate with Waterproof Cover",18.8,,,,"36"" Pet Dog Crate with Waterproof Cover","<p>Perfect for transport, travel, or as a semi-permanent outdoor enclosure, the Large 2-Door Pet Dog Crate provides ample space for medium-sized dogs and other animals. And with so many intelligent features, this is much more than just a crate.</p> <p>This enclosure is made from powder-coated black wire metal which provides a quality finish as well as a safe material for your animal. The wire mesh folds up like a suitcase for easy storage. Two different doors - front amd side - deliver maximum access and convenience, particularly with multiple animals when you don't want to let the whole group in or out. Each door features a secure L-shaped latch to prevent accidental openings from shakings or bumps.</p> <p>At 91cm long and 66cm high, this crate is ideal for medium-sized dogs and other animals. The bottom of the crate features a removable metal tray for hassle-free cleaning. And the top features a movable snap handle &mdash; you decide where you want to carry the crate from. Also included in your purchase is a FREE waterproof canvas cover, which is great for outdoor doggy shade, comfort and privacy.</p> <p>Your pet deserves the best! Purchase the Large 2-Door Pet Dog Crate today and save with our everyday low price.</p> <p>Features of the Large 2-Door Pet Dog Crate - 36"" (91cm):</p> <ul> <li>Use for transportation, travel, or as a semi-permanent outdoor enclosure</li> <li>Dimensions: 91 x 60 x 66cm (L x W x H)</li> <li>Made from strong powder-coated wire mesh in black</li> <li>Folds up for compact storage</li> <li>Two doors - Front and Side - for maximum versatility</li> <li>Secure L-shaped latches on all doors prevent accidental openings</li> <li>Removable metal tray for easy cleaning</li> <li>Movable snap handle to assist in transport</li> <li>FREE waterproof canvas cover included with your purchase</li> <li>Straightforward no-tools assembly</li> </ul><p>Package Content:</p>
<p>1 x 36"" Pet Dog Crate with Waterproof Cover</p>",https://cdn.dropshipzone.com.au/media/catalog/product/cache/1/image/265x/a5766974ae5c1cbf8c4c3396cf8126e4/V/6/V63-784195-04_4_13.jpg,
V63-784205,48.9,,,,In Stock,25,simple,Heavy Duty Waterproof Dog Bed - Small,5.85,,,,Heavy Duty Waterproof Dog Bed - Small,"<p>Dog beds are notorious for falling apart after only moderate use. The Heavy Duty Indoor/Outdoor Dog Bed uses high-quality fabric and materials for a bed that's ready for everything your dog can throw at it, indoors or outdoors.</p> <p>This bed for medium-sized dogs measures L60cm x 48cm x H18cm. It's made from an extra-tough and waterproof 600 denier Oxford canvas, which is durable enough for outdoor use yet comfy enough to provide plenty of pleasant dreams. The fabric comes in a black canvas with white piping, a handsome combination for most any existing colour scheme.</p> <p>The poly-cotton cushion is removable for washing thanks to a safety-concealed zipper, and the cushion itself is segmented to provide even cushioning no matter where the dog rests.</p> <p>The Heavy Duty Indoor/Outdoor Dog Bed is truly fit for a doggy king (or queen). Order today and save today with our everyday low price.</p> <p>Features of the Heavy Duty Indoor/Outdoor Dog Bed:</p> <p>*Made from extra-tough 600 denier Oxford canvas</p> <p>*Waterproof and suitable for indoor or outdoor use</p> <p>*Colour: black canvas with white piping</p> <p>*Dimensions: L60cm x 48cm x H18cm</p> <p>*Comfy segmented poly-cotton cushion</p> <p>*Cushion is removable for easy cleaning</p><p>Package Content:</p>
<p>1 x Heavy Duty Waterproof Dog Bed - Small</p>",https://cdn.dropshipzone.com.au/media/catalog/product/cache/1/image/265x/8319a2329faace96a46aab44a9d7a8e7/6/0/609b8ce4b1ff3_41.jpg,
V63-784215,80.9,,,,In Stock,25,simple,Heavy Duty Waterproof Dog Bed - Medium,10.59,,,,Heavy Duty Waterproof Dog Bed - Medium,"<p>Dog beds are notorious for falling apart after only moderate use. The Heavy Duty Indoor/Outdoor Dog Bed uses high-quality fabric and materials for a bed that's ready for everything your dog can throw at it, indoors or outdoors.</p> <p>This bed for medium-sized dogs measures L80cm x 64cm x H20cm. It's made from an extra-tough and waterproof 600 denier Oxford canvas, which is durable enough for outdoor use yet comfy enough to provide plenty of pleasant dreams. The fabric comes in a black canvas with white piping, a handsome combination for most any existing colour scheme.</p> <p>The poly-cotton cushion is removable for washing thanks to a safety-concealed zipper, and the cushion itself is segmented to provide even cushioning no matter where the dog rests.</p> <p>The Heavy Duty Indoor/Outdoor Dog Bed is truly fit for a doggy king (or queen). Order today and save today with our everyday low price.</p> <p>Features of the Heavy Duty Indoor/Outdoor Dog Bed:</p> <p>*Made from extra-tough 600 denier Oxford canvas</p> <p>*Waterproof and suitable for indoor or outdoor use</p> <p>*Colour: black canvas with white piping</p> <p>*Dimensions: L80cm x 64cm x H20cm</p> <p>*Comfy segmented poly-cotton cushion</p> <p>*Cushion is removable for easy cleaning</p><p>Package Content:</p>
<p>1 x Heavy Duty Waterproof Dog Bed - Medium</p>",https://cdn.dropshipzone.com.au/media/catalog/product/cache/1/image/265x/0e493772d57f099d86e7e3e083fa3e00/6/0/609b8ccb945bc_44.jpg,
V63-834401,106.9,,,,In Stock,25,simple,140cm Cat Tree Scratching Post Scratcher Tower Condo House Furniture Wood,20.32,42.5,25.5,18.28,140cm Cat Tree Scratching Post Scratcher Tower Condo House Furniture Wood,"<p>Give your kitties a holiday every day of the year with this relaxing cat condo by Randy & Travis Machinery. With multiple layers of fun, your cats will never get bored. Just underneath the first platform, a hammock gives your cat a spot to chill out, while a ladder allows Kitty easy access to the &lsquo;private room' on the first level. Across from the room, a cosy, carpet-lined bowl gives your cat a place to curl up and observe the world. Over that, another platform gives your cat a place to leap to the cylindrical hideaway just above. On the very top, an open box provides a panoramic view of your home.</p> <p>Made from natural fir wood and natural sisal and covered with plush grey carpeting, this deluxe condo puts your kitties in the lap of luxury. It's a great choice if you have multiple cats &ndash; it can hold up to 80 kilogrammes. No formaldehyde is used in its manufacture, so you'll never have to worry about toxic fumes in your home. It's odour-free and is as sturdy as a cat condo can be. Made from thick boards and poles, it's sturdy and durable. Its neutral colour palette blends well with most interior colour schemes. Make your cats happy campers for years to come. Get your cat condo today!</p> <p><strong>Features and specifications:</strong></p> <ul> <li>Material: Fir timber, natural sisal, and plush carpeting</li> <li>Colour: Grey and off-white</li> <li>Weight capacity: 25kg</li> <li>Dimensions: 75 x 40 x 140cm (L x W x H)</li> <li>Accessories: Assembly manual</li> <li>Keeps cats' claws sharp</li> <li>Protects your furniture</li> <li>Provides cats with needed exercise to maintain better health</li> <li>Formaldehyde-free</li> <li>Eco-friendly</li> <li>Made from sustainable materials</li> <li>Sturdy and durable</li> </ul>",https://cdn.dropshipzone.com.au/media/catalog/product/cache/1/image/265x/80dd2bd087f9e566e928c10b0f6a87b8/V/6/V63-834401-08_15.jpg,
V63-834421,85.9,,,,In Stock,25,simple,132cm Cat Tree Scratching Post Scratcher Tower Condo House Furniture Wood - Grey,14.96,51,23,15.07,132cm Cat Tree Scratching Post Scratcher Tower Condo House Furniture Wood - Grey,"<p>Give your cats the best gift you can give them &ndash; a place they can call their own. Indulge cats' independent nature with their own kitty condo from Randy & Travis Machinery. With multiple levels of fun and relaxation, your cats will live large. Crafted from the finest natural fir, rugged sisal, and plush carpeting, this condo provides your cats with all the exercise they need, two private &lsquo;rooms' to get away from the hustle and bustle, and scratching posts to keep their claws sharp without damaging your furniture. Its neutral grey and off-white colour palette complements practically any home d&eacute;cor.</p> <p>This cat condo is as durable as it is beautiful. With nine strands of rugged sisal wrapped around the scratching posts and thick boards and posts, it's designed to last for years. No formaldehyde is used in its manufacture, so you'll never have to worry about foul odours or toxic fumes in your home. With all the activities and climbing your cats will enjoy, they'll maintain a healthy weight. With a weight capacity of 25kg and a variety of perches, it's perfect for a multi-cat household. Don't wait until your cat scratches your best sofa to buy your pets a place of their own. Order your cat condo today!</p> <p><strong>Features and specifications:</strong></p> <ul> <li>Material: Fir timber, natural sisal, and plush carpeting</li> <li>Colour: Grey and Off-white</li> <li>Weight capacity: 25kg</li> <li>Dimensions: 50 x 50 x 132cm (L x W x H)</li> <li>Eco-friendly</li> <li>Formaldehyde-free</li> <li>Sturdy and durable</li> <li>Soft, comfortable, and odourless</li> <li>Sharpens cats' claws and provides exercise</li> <li>Protects your furniture from scratches</li> <li>Great choice for multi-cat homes</li> </ul> <p><strong>Attributes:</strong></p><ul><li>Colour: Grey</li></ul>",https://cdn.dropshipzone.com.au/media/catalog/product/cache/1/image/265x/e8a712e243e5d549f26c3c6169793dbd/V/6/V63-834421-12_15.jpg,
V160-1001151,31.9,,,,In Stock,50,simple,"Sprint Industries Reversible Slipover Pet Couch Sofa Cover Protector Armchair Love Seat Chocolate, Charcoal",1.89,36,30,7,"Sprint Industries Reversible Slipover Pet Couch Sofa Cover Protector Armchair Love Seat Chocolate, Charcoal","<p><strong>Combine functionality and aesthetics together, with the Sprint Reversible Pet Sofa Cover! </strong></p>
<p>This pet sofa cover keeps your sofa clean and free from unwanted mess. It reduces the potential for your pets to scratch and gnaw while keeping fur off the couch.
<br>
<br>
The reversible cover feature of the pet sofa cover allows you to switch between two colours to best fit your decor.</p>
<p><strong>Features:</strong></p>
<ul>
<li>Brand: Sprint Industries</li>
<li>Keeps your sofa clean and free from unwanted mess or damage</li>
<li>Reversible design (Chocolate and Charcoal)</li>
<li>Easy to put on and take off</li>
<li>Machine-washable</li>
<li>Colour: Front: Chocolate/ Reverse: Charcoal</li>
<li>Material: Polyester Suede</li>
</ul>
<p><strong>Size and Style:</strong></p>
<ul>
<li>Single Chair Size: 55cm x 155cm x 168cm</li>
<li>Love Seat Size: 115cm x 215cm x 168cm</li>
</ul>
<p><strong>Package Contents:</strong></p>
<ul>
<li>1 x Reversible Pet Sofa Cover </li>
</ul>",https://cdn.dropshipzone.com.au/media/catalog/product/cache/1/image/265x/f41167d95a8ee0de12e318c551e299ce/1/0/1001151_2_12.jpg,
FIK-WIRE-LOCK-500M,43.4,36.89,7/12/2021 0:00,18/12/2021 0:00,In Stock,200,simple,Giantz Electric Fence Wire 500M Fencing Roll Energiser Poly Stainless Steel,2.4,16,16,30,Giantz Electric Fence Wire 500M Fencing Roll Energiser Poly Stainless Steel,"<p>500M Polytape</p>
<p>Want to improve the visibility of your electric fence? Then this 12mm wide Red and White Polytape is all you need.</p>
<p></p>
<p>Electric fences are designed to keep pets and livestock contained, and our polywire is the perfect solution. Its superior strength keeps your fence strong and secure and the use of red and white increases visibility and prevents accidental contact from livestock. Rest assured that your livestock will be kept where they belong at all times</p>
<p></p>
<p>Need it now or even in the future? Order now to guarantee your supply!</p>




<p><strong>Features:</strong><br />
Highly visible red and white tape<br />
Compatible with fence energiser<br />
9 strands of 0.15mm stainless steel<br />
Tightly wound and UV stabilised<br />
Antirust and high conductivity stainless steel wire<br />
Ideal for livestock fencing and control grazing<br />
</p>



<p><strong>Specifications:</strong><br />
Length: 500m/roll<br />
Width: 2.3mm<br />
Strand: 9 x 0.15MM stainless steel wire<br />
Electrical resistance: 4.8Ω OHMS<br />
Coating: UV treated<br />
Colour: Red &amp; white<br />
</p>



<p><strong>Package Content:</strong><br />
1 x 500M Polytape <br />
25 x Pin lock insulator <br />
</p>











",https://cdn.dropshipzone.com.au/media/catalog/product/cache/1/image/265x/099fa678f2a0163b23640a65d69cf197/F/I/FIK-WIRE-LOCK-500M-00.jpg,
FIK-TAPE-LOCK-400M,43.4,32.55,7/12/2021 0:00,18/12/2021 0:00,In Stock,200,simple,Giantz Electric Fence Wire 400M Tape Fencing Roll Energiser Poly Stainless Steel,2.7,25,25,27,Giantz Electric Fence Wire 400M Tape Fencing Roll Energiser Poly Stainless Steel,"<p>400M Polytape</p>
<p></p>
<p>Want to improve the visibility of your electric fence? Then this 12mm wide Red and White Polytape is all you need.</p>
<p></p>
<p>Electric fences are designed to keep pets and livestock contained, and our polywire is the perfect solution. Its superior strength keeps your fence strong and secure and the use of red and white increases visibility and prevents accidental contact from livestock. Rest assured that your livestock will be kept where they belong at all times</p>
<p></p>
<p>Need it now or even in the future? Order now to guarantee your supply!</p>




<p><strong>Features:</strong><br />
Highly visible red and white tape<br />
Compatible with fence energiser<br />
5 strands of 0.20mm stainless steel<br />
Tightly wound and UV stabilised<br />
Antirust and high conductivity stainless steel wire<br />
Ideal for livestock fencing and control grazing<br />
</p>



<p><strong>Specifications:</strong><br />
Length: 400m/roll<br />
Width: 12mm<br />
Strand: 5 x 0.2MM stainless steel wire<br />
Electrical resistance: 5.3Ω OHMS<br />
Coating: UV treated<br />
Colour: Red &amp; white<br />
</p>



<p><strong>Package Content:</strong><br />
1 x 400M Polytape <br />
25 x Pin lock insulator <br />
</p>











",https://cdn.dropshipzone.com.au/media/catalog/product/cache/1/image/265x/74048485007724e368968b8a0208530a/F/I/FIK-TAPE-LOCK-400M-00.jpg,
