0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1795,simple,BC-HC-20A,Giantz 12V Battery Charger 20 Amp Car ATV 4WD Boat Caravan Motorcycle,1,0,1,,"<p><strong>Vehicle Battery Charger 20Amp 12V-240V</strong> <br>Equipped with integrated Pulse Width Modulation (PWM) to prevent power loss,<br>the charger provides continuous charge to a 12V battery with an automatic floating<br>charge mode to avoid damage due to overcharging. <br><br><strong>Features</strong><br>* Fully automatic operating system<br>* Input over voltage protection<br>* Over temperature protection<br>* Short circuit protection<br>* Automatic voltage stabilisation<br>* Lightweight and portable<br>* High quality battery clips with 90cm cable<br>* Suitable for both gel-cell or wet-cell lead acid batteries<br>* SAA & CE approved<br><br><strong>Specifications</strong><br>* Input voltage (AC): 210V-240V, 50Hz<br>* Output voltage (DC): 12V-14.7V<br>* Charging current: 20A<br>* Output power (HP): 250W<br>* Dimensions: 10.5 x 14 x 5.8cm<br>* Weight: 1.2kg<br><br><strong>Package Contents</strong><br>1 x Battery Charger<br>1 x User Manual<br></p>",12/1/2021,12/4/2021,taxable,,1,200,0,0,2.2,9.25,7.09,2.56,1,,35.45,41.7,,,,"https://cdn.dropshipzone.com.au/media/catalog/product/B/C/BC-HC-20A-00.jpg,https://cdn.dropshipzone.com.au/media/catalog/product/B/C/BC-HC-20A-01.jpg,https://cdn.dropshipzone.com.au/media/catalog/product/B/C/BC-HC-20A-02.jpg,https://cdn.dropshipzone.com.au/media/catalog/product/B/C/BC-HC-20A-03.jpg,https://cdn.dropshipzone.com.au/media/catalog/product/B/C/BC-HC-20A-04.jpg,https://cdn.dropshipzone.com.au/media/catalog/product/B/C/BC-HC-20A-05.jpg,https://cdn.dropshipzone.com.au/media/catalog/product/B/C/BC-HC-20A-99.jpg",,,,,,,,,0,,,1,1,Brand,Giantz,1,1,EAN,9.35E+12,1,1
1897,simple,CASE-HZ7-002-1-BK,Embellir Portable Cosmetic Beauty Makeup Carry Case - Black,1,0,1,,<p><strong>Portable Cosmetic Beauty Carry Case Box Black w/ Mirror</strong> <br><br><br>The beauty case is lightweight and easy to carry with or without the shoulder strap.<br><br><strong>Features</strong><br>:<br>* Professional beauty case<br>* Grade-A aluminium frame & hinges<br>* Elegant black velvet interior lining<br>* Delicate sliding draw<br>* Consists of 4 sliding trays & 8 adjustable dividers<br>* Bonus 1 x shoulder strap<br><br><strong>Specifications</strong><br>* Dimensions: 36 x 23.5 x 32cm<br>* Colour: Black<br><br><br><strong>Package Contents</strong><br><br><br>* 1 x Makeup Case<br><br><br><br><br><br><br><br><br><br></p>,12/1/2021,12/4/2021,taxable,,0,0,0,0,9.7,16.14,10.63,14.57,1,,45.82,53.9,,,,"https://cdn.dropshipzone.com.au/media/catalog/product/C/A/CASE-HZ7-002-1-BK-00.jpg,https://cdn.dropshipzone.com.au/media/catalog/product/C/A/CASE-HZ7-002-1-BK-01.jpg,https://cdn.dropshipzone.com.au/media/catalog/product/C/A/CASE-HZ7-002-1-BK-02.jpg,https://cdn.dropshipzone.com.au/media/catalog/product/C/A/CASE-HZ7-002-1-BK-03.jpg,https://cdn.dropshipzone.com.au/media/catalog/product/C/A/CASE-HZ7-002-1-BK-04.jpg,https://cdn.dropshipzone.com.au/media/catalog/product/C/A/CASE-HZ7-002-1-BK-05.jpg,https://cdn.dropshipzone.com.au/media/catalog/product/C/A/CASE-HZ7-002-1-BK-99.jpg",,,,,,,,,0,Color,Black,1,1,Brand,Embellir,1,1,EAN,9.35E+12,1,1
1898,simple,CASE-HZ8-040-BK,Embellir Portable Cosmetic Beauty Makeup Carry Case with Mirror - Black,1,0,1,,<p><strong>Portable Cosmetic Beauty Carry Case Box Black w/ Mirror</strong> <br>The lightweight beauty case is easily transported and has ample space.<br><br><strong>Features</strong><br>* Professional beauty case<br>* Grade-A aluminium frame & hinges<br>* Elegant black velvet interior lining<br>* 2 delicate sliding trays with open top section<br>* 2 level spacious section on top case<br><br><strong>Specifications</strong><br>* Dimensions: 28 x 17.5 x 32cm<br>* Colour: Black<br><br><strong>Package Contents</strong><br>1 x Make Up Case<br><br><br><br><br><br><br><br><br><br></p>,12/1/2021,12/4/2021,taxable,,0,0,0,0,7.28,10.24,8.66,12.6,1,,35.45,41.7,,,,"https://cdn.dropshipzone.com.au/media/catalog/product/C/A/CASE-HZ8-040-BK-00.jpg,https://cdn.dropshipzone.com.au/media/catalog/product/C/A/CASE-HZ8-040-BK-01.jpg,https://cdn.dropshipzone.com.au/media/catalog/product/C/A/CASE-HZ8-040-BK-02.jpg,https://cdn.dropshipzone.com.au/media/catalog/product/C/A/CASE-HZ8-040-BK-03.jpg,https://cdn.dropshipzone.com.au/media/catalog/product/C/A/CASE-HZ8-040-BK-04.jpg,https://cdn.dropshipzone.com.au/media/catalog/product/C/A/CASE-HZ8-040-BK-05.jpg,https://cdn.dropshipzone.com.au/media/catalog/product/C/A/CASE-HZ8-040-BK-99.jpg",,,,,,,,,0,Color,Black,1,1,Brand,Embellir,1,1,EAN,9.35E+12,1,1
1902,simple,Case-MU-HZ7002-BK,Embellir Portable Cosmetic Beauty Makeup Case- Black,1,0,1,,"<p><strong>Makeup Cosmetic Beauty Case </strong></p><p>Need the perfect beauty case for the job? All you need is our stunning, stylish Make up case.</p><p>This beauty case is lightweight and will be easy to carry with or without the shoulder strap. Wherever the job will be, no more hassle when on the go.</p><p>With plenty of storage space, it will make organising much easier. You can even customise the way you want everything to be placed with the adjustable dividers. No matter the size or amount of tools required for the job, this beauty will provide all the space you need. </p><p>Whether you are a professional beautician, an amateur nail tech or for personal use, this long-standing makeup case is your best choice. Place your order now! </p><p><strong>Features</strong></p><p>* Aluminium frame &amp; hinges <br>  * Black velvet interior lining<br>  * 4 Sliding trays<br>  * Bottom spacious section<br>  * 8 Removable and adjustable dividers<br>  * 2 Locks <br>  * Dimensions: 23 x 36 x 27cm </p><p><strong>Package Contents</strong></p><p>* 1 x Makeup Case<br></p><p></p>",12/1/2021,12/4/2021,taxable,,1,70,0,0,7.05,18.5,10.43,11.81,1,,35.45,41.7,,,,"https://cdn.dropshipzone.com.au/media/catalog/product/C/A/CASE-MU-HZ7002-BK-00.jpg,https://cdn.dropshipzone.com.au/media/catalog/product/C/A/CASE-MU-HZ7002-BK-01.jpg,https://cdn.dropshipzone.com.au/media/catalog/product/C/A/CASE-MU-HZ7002-BK-02.jpg,https://cdn.dropshipzone.com.au/media/catalog/product/C/A/CASE-MU-HZ7002-BK-03.jpg,https://cdn.dropshipzone.com.au/media/catalog/product/C/A/CASE-MU-HZ7002-BK-04.jpg,https://cdn.dropshipzone.com.au/media/catalog/product/C/A/CASE-MU-HZ7002-BK-05.jpg,https://cdn.dropshipzone.com.au/media/catalog/product/C/A/CASE-MU-HZ7002-BK-99.jpg",,,,,,,,,0,Color,Black,1,1,Brand,Unbranded,1,1,EAN,9.35E+12,1,1
1906,simple,CD-SHELF-BL-AB,Artiss Adjustable Book Storage Shelf Rack Unit - Black,1,0,1,,"<p><strong>CD Shelf Storage Unit </strong></p><p>Are you looking for storage solutions for your CDs and DVDs? This CD shelf is ideal for people who own massive collection of CDs, DVDs, BluRays and video games. The unit provides amazing storage space which can hold up to 1116 CDs or 528 DVDs.</p><p>Made of particle board material with a sturdy base, you can be assured that your collection will stay safe while they sit in the shelf. The sleek and modern design of the CD shelf also adds a touch of elegance to your home theatre. Don't miss out! Order today and start making your personal CD library! </p><p><strong>Features</strong></p><p>* Particle board material<br>  * Sturdy base <br>  * Adjustable shelves <br>  * Holds up to 1116 CDs or 528 DVDs<br>  * Colour: Black <br>  * Overall dimension: 102 x 23.5 x 194.5cm <br>  * Installation required </p><p><strong>Package Contents</strong></p><p>* 1 x CD Shelf<br>  * 1 x Installation Manual</p><p>&nbsp;</p><p></p>",12/1/2021,12/4/2021,taxable,,1,200,0,0,92.37,43.19,6.14,25.52,1,,117.45,130.5,,,,"https://cdn.dropshipzone.com.au/media/catalog/product/C/D/CD-SHELF-BL-AB-00.jpg,https://cdn.dropshipzone.com.au/media/catalog/product/C/D/CD-SHELF-BL-AB-01.jpg,https://cdn.dropshipzone.com.au/media/catalog/product/C/D/CD-SHELF-BL-AB-02.jpg,https://cdn.dropshipzone.com.au/media/catalog/product/C/D/CD-SHELF-BL-AB-03.jpg,https://cdn.dropshipzone.com.au/media/catalog/product/C/D/CD-SHELF-BL-AB-04.jpg,https://cdn.dropshipzone.com.au/media/catalog/product/C/D/CD-SHELF-BL-AB-05.jpg,https://cdn.dropshipzone.com.au/media/catalog/product/C/D/CD-SHELF-BL-AB-06.jpg",,,,,,,,,0,Color,Black,1,1,Brand,Artiss,1,1,EAN,9.35E+12,1,1
1907,simple,CD-SHELF-ES-AB,Artiss Adjustable Book Storage Shelf Rack Unit - Expresso,1,0,1,,"<p><strong>CD Shelf Storage Unit </strong></p><p>Are you looking for storage solutions for your CDs and DVDs? This CD shelf is ideal for people who own massive collection of CDs, DVDs, BluRays and video games. The unit provides amazing storage space which can hold up to 1116 CDs or 528 DVDs.</p><p>Made of particle board material with a sturdy base, you can be assured that your collection will stay safe while they sit in the shelf. The sleek and modern design of the CD shelf also adds a touch of elegance to your home theatre. Don't miss out! Order today and start making your personal CD library! </p><p><strong>Features</strong></p><p>* Particle board material<br>  * Sturdy base <br>  * Adjustable shelves <br>  * Holds up to 1116 CDs or 528 DVDs<br>  * Colour: Brown<br>  * Overall dimension: 102 x 23.5 x 194.5cm <br>  * Installation required </p><p><strong>Package Contents</strong></p><p>* 1 x CD Shelf Unit<br>  * 1 x Installation Manual</p><p>&nbsp;</p><p></p>",12/1/2021,12/4/2021,taxable,,1,200,0,0,92.37,43.19,6.14,25.52,1,,100.56,118.3,,,,"https://cdn.dropshipzone.com.au/media/catalog/product/C/D/CD-SHELF-ES-AB-00.jpg,https://cdn.dropshipzone.com.au/media/catalog/product/C/D/CD-SHELF-ES-AB-01.jpg,https://cdn.dropshipzone.com.au/media/catalog/product/C/D/CD-SHELF-ES-AB-02.jpg,https://cdn.dropshipzone.com.au/media/catalog/product/C/D/CD-SHELF-ES-AB-03.jpg,https://cdn.dropshipzone.com.au/media/catalog/product/C/D/CD-SHELF-ES-AB-04.jpg,https://cdn.dropshipzone.com.au/media/catalog/product/C/D/CD-SHELF-ES-AB-05.jpg,https://cdn.dropshipzone.com.au/media/catalog/product/C/D/CD-SHELF-ES-AB-06.jpg",,,,,,,,,0,Color,Espresso,1,1,Brand,Artiss,1,1,EAN,9.35E+12,1,1
1908,simple,CD-SHELF-WH-AB,Artiss Adjustable Book Storage Shelf Rack Unit - White,1,0,1,,"<p><strong>CD Shelf Storage Unit </strong></p><p>Are you looking for storage solutions for your CDs and DVDs? This CD shelf is ideal for people who own massive collection of CDs, DVDs, BluRays and video games. The unit provides amazing storage space which can hold up to 1116 CDs or 528 DVDs.</p><p>Made of particle board material with a sturdy base, you can be assured that your collection will stay safe while they sit in the shelf. The sleek and modern design of the CD shelf also adds a touch of elegance to your home theatre. Don't miss out! Order today and start making your personal CD library! </p><p><strong>Features</strong></p><p>*Particle board material<br>  * Sturdy base <br>  * Adjustable shelves <br>  * Holds up to 1116 CDs or 528 DVDs<br>  * Colour: White<br>  * Overall dimension: 102 x 23.5 x 194.5cm <br>  * Installation required </p><p><strong>Package Contents</strong></p><p>* 1 x CD Shelf Unit<br>  * 1 x Installation Manual</p><p>&nbsp;</p><p></p>",12/1/2021,12/4/2021,taxable,,1,200,0,0,92.37,43.19,6.14,25.52,1,,122.13,135.7,,,,"https://cdn.dropshipzone.com.au/media/catalog/product/C/D/CD-SHELF-WH-AB-00.jpg,https://cdn.dropshipzone.com.au/media/catalog/product/C/D/CD-SHELF-WH-AB-01.jpg,https://cdn.dropshipzone.com.au/media/catalog/product/C/D/CD-SHELF-WH-AB-02.jpg,https://cdn.dropshipzone.com.au/media/catalog/product/C/D/CD-SHELF-WH-AB-03.jpg,https://cdn.dropshipzone.com.au/media/catalog/product/C/D/CD-SHELF-WH-AB-04.jpg,https://cdn.dropshipzone.com.au/media/catalog/product/C/D/CD-SHELF-WH-AB-05.jpg,https://cdn.dropshipzone.com.au/media/catalog/product/C/D/CD-SHELF-WH-AB-06.jpg",,,,,,,,,0,Color,White,1,1,Brand,Artiss,1,1,EAN,9.35E+12,1,1
1941,simple,CT-IN-213-1,Devanti Induction Cooktop Portable Cooker Ceramic Cook Top Electric Hob Kitchen,1,0,1,,"<p>Featuring a powerful induction design, this cooktop allows you to accurately control the temperature from the highest right down to the lowest in an instant. It utilises high-grade black crystal glass plate bringing pleasing aesthetics to your kitchen. This beauty also features an integrated safe cooking system where the cooktop will not generate heat without an appropriate cookware - safe for you and the kids! Providing you with a great cooking experience, your best choice for kitchen appliances.</p> <p><strong>NOTE: This item comes with a 15A plug and requires a 15A power socket to use product.</strong></p><p><strong>ATTN: Do not touch hot plate immediately after cooking.</strong></p><p><strong>Features</strong><br />*2 Burners<br />*High-grade black crystal glass plate<br />*4 digit LED display with button control<br />*8 levels of power adjustments<br />*8 levels of temperature settings<br />*24 hour timer function with 5 minute intervals<br />*Integrated safe cooking system - heat will not generate without an appropriate cookware<br />*Overheat temperature protection<br />*Auto shut down function<br />*Control panel lock function<br />*Quick heat dissipation<br />*SAA, CB, CE, LVD approved</p> <p><strong>Specification</strong><br />Brand: Devanti<br />Left burner: 300W - 1800W<br />Right burner: 300W - 1300W<br />Voltage: 240V/50Hz<br />Temperature range: 80C / 120C / 140C / 160C / 180C / 200C / 220C / 240C<br />Plate dimension: 27.5cm x 27cm per plate<br />Overall dimension: 60cm x 36cm x 7cm<br />Cable length: 155cm<br />Colour: Black</p> <p><strong>Package Contents:</strong> <br />1x Devanti Induction Cooktop <br /> 1x User Manual</p>",12/1/2021,12/4/2021,taxable,,1,22,0,0,12.19,26.38,5,17.13,1,,103.45,121.7,,,,"https://cdn.dropshipzone.com.au/media/catalog/product/C/T/CT-IN-213-1-00.jpg,https://cdn.dropshipzone.com.au/media/catalog/product/C/T/CT-IN-213-1-01.jpg,https://cdn.dropshipzone.com.au/media/catalog/product/C/T/CT-IN-213-1-02.jpg,https://cdn.dropshipzone.com.au/media/catalog/product/C/T/CT-IN-213-1-03.jpg,https://cdn.dropshipzone.com.au/media/catalog/product/C/T/CT-IN-213-1-04.jpg,https://cdn.dropshipzone.com.au/media/catalog/product/C/T/CT-IN-213-1-05.jpg,https://cdn.dropshipzone.com.au/media/catalog/product/C/T/CT-IN-213-1-99.jpg",,,,,,,,,0,Color,Black,1,1,Brand,Devanti,1,1,EAN,9.35E+12,1,1
1942,simple,CT-IN-739A,Devanti Portable Single Ceramic Electric Induction Cook Top - Black,1,0,1,,"<p>Featuring a powerful induction design, this cooktop allows you to accurately control the temperature from the highest right down to the lowest in an instant. It utilises high-grade black crystal glass plate bringing pleasing aesthetics to your kitchen. This beauty also features an integrated safe cooking system where the cooktop will not generate heat without an appropriate cookware - safe for you and the kids! Providing you with a great cooking experience, your best choice for kitchen appliances.</p><p><strong>ATTN: Do not touch hot plate immediately after cooking.</strong></p><p><strong>Features</strong><br>  Single burner<br>  8 cooking modes: Cake, Stir-fry, Rice, Toast, Braise, Soup, Water, Hot pot<br>  Pleasing aesthetics high-grade black crystal glass plate<br>  4 digit LED display with button control panel<br>  9 levels of power adjustments<br>  10 levels of temperature settings<br>  24 hour preset/timer function with 1 or 10 minute interval<br>  Integrated safe cooking system - heat will not generate without an appropriate cookware<br>  Overheat temperature protection<br>  Auto shut down function<br>  Large fan for quick heat dissipation<br>  SAA, CB, CE, LVD approved</p><p><strong>Specifications</strong><br>  Material: B class black crystal plate<br>  Voltage: 220V-240V/50Hz<br>  Supply voltage: 80V-285V/50Hz<br>  Power range: 300W-2000W<br>  Cable length: 130cm<br>  Temperature range: 60°„C / 80°„C / 120°„C / 140°„C / 160°„C / 180°„C / 200°„C / 220°„C / 240°„C / 270°„C<br>  Overall dimensions: 38cm x 30.7cm x 6cm<br>  Colour: Black</p><p><strong>Package Content</strong><br>  1 x Single Burner Induction Cooktop<br>1 x User Manual</p>",12/1/2021,12/4/2021,taxable,,0,1,0,0,3.31,13.39,17.13,3.74,1,,51.68,60.8,,,,"https://cdn.dropshipzone.com.au/media/catalog/product/C/T/CT-IN-739A-00.jpg,https://cdn.dropshipzone.com.au/media/catalog/product/C/T/CT-IN-739A-01.jpg,https://cdn.dropshipzone.com.au/media/catalog/product/C/T/CT-IN-739A-02.jpg,https://cdn.dropshipzone.com.au/media/catalog/product/C/T/CT-IN-739A-03.jpg,https://cdn.dropshipzone.com.au/media/catalog/product/C/T/CT-IN-739A-04.jpg,https://cdn.dropshipzone.com.au/media/catalog/product/C/T/CT-IN-739A-05.jpg,https://cdn.dropshipzone.com.au/media/catalog/product/C/T/CT-IN-739A-99.jpg",,,,,,,,,0,Color,Black,1,1,Brand,5-Star Chef,1,1,EAN,9.35E+12,1,1
